OrderID,CustomerID,ProductID,OrderDate,Quantity,Price
7ffd4033-c039-4632-abd0-836beb2abda4,57,5,2025-05-24 22:09:14,3,29.08
1cbb88e9-eaff-474b-a76b-a688ec238524,56,7,2025-03-17 06:43:29,3,31.65
ee3fa7df-2a08-415f-8490-398a96d3cd16,98,35,2025-05-28 01:48:39,4,28.67
9b7a1aeb-9a58-4201-8fe3-9102e34e066a,75,19,2025-04-06 02:11:46,3,87.48
c64ee80a-cad7-4d6a-bc13-380aeef806bb,21,6,2025-07-14 18:17:07,4,47.65
1b51fd0a-748f-4978-baed-8e7b5875c1ef,98,1,2025-05-06 23:31:59,4,80.0
e25b977d-666b-47fd-bad1-00c5ff3cf7fc,66,47,2025-06-07 22:41:06,4,46.3
d5f079a4-ec3c-4550-98e8-4b215b9e86d7,96,1,2025-06-21 07:43:29,4,24.55
c17002b4-c02b-4f54-b950-5f31e7d30bc9,15,1,2025-03-17 10:52:22,4,62.85
d9e1e34b-58a0-46a7-8646-bb2605007c81,39,15,2025-02-07 13:33:24,2,66.04
f0687e58-5b68-487f-828b-44a57f6aedf8,22,28,2025-04-13 22:24:22,5,51.19
21c60adf-330e-4f27-88f2-6bcb4814cc23,83,50,2025-06-19 19:40:52,3,68.71
6926323e-9c6c-47cb-bde2-2859bb5e880d,50,23,2025-01-09 02:42:23,4,66.5
7dec1af9-58af-44c2-93d6-86d1c23e486a,32,32,2025-04-29 05:46:14,5,11.93
57c75999-85f6-47dd-8b06-3da6d1b3f7b2,13,41,2025-06-14 08:49:55,3,29.92
1842bb21-bcbc-4021-8d68-ea6f9ed8958f,28,9,2025-05-21 14:13:09,4,53.3
1b2c5ea5-ae9c-4086-8bab-1d7cf4936eb0,94,14,2025-02-04 19:11:22,3,72.36
7ea4bf92-7b9d-43ec-9dfd-67fa386763d8,76,13,2025-01-24 15:45:22,2,83.69
76aa9668-7d2b-415f-b6c5-84da737be47c,4,16,2025-06-26 20:27:57,5,15.38
a69a7186-0909-44ed-869e-2967d2212199,30,10,2025-05-12 09:21:20,5,73.61
b1874130-2d1b-442d-81a1-8855dc176d11,63,11,2025-03-08 12:12:07,5,39.4
316f24b4-6c23-4e61-bd39-be8ebe856b7c,29,15,2025-04-21 18:38:09,2,88.59
b6bf2ffb-1595-406a-9c47-7a0b20291028,19,34,2025-06-25 02:30:15,4,84.25
8bd8276b-2450-4f39-b857-a6b4899323eb,83,10,2025-04-28 19:04:45,5,59.42
a3256acf-1791-4ae9-92ad-aa1d018664b2,83,17,2025-03-16 22:51:14,2,48.05
b33549e7-836c-4ee8-bdd5-a71c3bb4d89f,36,13,2025-07-07 04:19:50,1,75.86
1cd1940a-8087-4a50-995d-d85c0f585b24,83,44,2025-07-03 19:37:55,3,43.75
86f9ef69-5d9c-4648-9af3-ff5d65f716d9,11,22,2025-05-12 15:23:52,3,27.95
17b54140-1371-45df-b281-3dea33a5704f,17,44,2025-02-14 19:15:48,1,48.51
360257a0-fb56-48a4-98c5-f77f342e013f,74,43,2025-06-16 13:13:56,4,99.34
9b15b8f5-b912-4ae9-b92a-6f6337f31a7c,62,23,2025-03-08 09:35:08,5,44.1
b5a1d09c-a578-4df2-b9ff-4fd29da8a5ce,72,32,2025-03-22 22:18:53,4,21.98
5d3478f6-e83b-401d-a75e-d1e82050a685,73,32,2025-05-16 21:12:44,4,75.62
003fdcbd-0dd4-45dc-adff-62198c9dfe0f,95,38,2025-04-08 21:17:27,1,95.93
360ec594-eae7-4c60-9ab1-5ce76d428d63,74,2,2025-02-08 08:27:53,3,11.24
30e14fb0-1af7-46ad-8883-0c1d39ea7484,23,31,2025-02-09 11:44:20,5,42.91
bc61b55d-506b-480e-b052-8a3cbd50dd07,72,48,2025-02-15 17:58:50,1,89.49
2474dbfe-4efe-4336-b74e-38bdb04987ff,53,1,2025-03-08 01:01:42,2,95.56
68e88998-ee4d-4f9a-8234-ccabd8195aef,78,3,2025-04-27 13:22:34,4,37.83
bdc6cefa-6f9d-4a68-9d13-a9502858f2ae,17,2,2025-01-02 21:02:22,2,22.75
fb5f2a8e-4fbc-4456-bc60-af5d86addda0,73,38,2025-01-24 11:45:49,5,46.96
fc8318dc-d654-45bb-882a-0c7d41a9e0de,10,35,2025-02-19 15:56:11,4,35.64
b2fcbc21-b193-414e-866d-e0c4dbb45b6d,96,22,2025-05-02 01:26:22,5,41.35
3cdc8bd7-9899-4625-9e52-c8b7422654af,27,47,2025-06-17 14:35:24,5,36.64
30f1f84b-af8a-4c66-9cd4-8331f2643cbc,93,6,2025-02-23 02:22:54,3,50.16
09b966e7-9988-4dd6-8d1f-ad75d5c908e2,98,18,2025-05-05 11:54:48,4,46.79
2b5eb858-c502-48d9-830b-2c69a23f95c3,3,9,2025-01-20 19:33:09,3,80.93
35797418-615c-45c5-98a2-cc5b2b70870e,68,45,2025-06-12 02:39:51,3,77.15
b8b9149f-41c5-471e-bcb3-6e991d9488f3,81,40,2025-02-14 09:55:11,2,31.88
99a856ba-4441-434b-9851-d7861dfc67dd,43,47,2025-01-09 21:59:36,5,68.28
b728fa97-8d8c-41d8-89c1-8c6860bac4ab,17,47,2025-03-08 20:52:42,1,22.61
e8c486f9-c329-4ce3-bd0f-9f6076dd05b9,27,48,2025-05-11 18:35:49,2,48.81
b8ffc544-0574-43ee-87cb-2689174dd8a4,37,19,2025-02-09 12:09:42,1,69.96
d3abdcb9-566a-4b15-aa89-4f831ee23fe1,54,12,2025-01-21 23:57:30,4,97.07
65925a71-4a9b-405c-b2a7-005174e7f2ef,13,23,2025-03-10 08:33:42,3,63.52
6f8866df-af5e-4f0a-8ae3-606c17b5be83,28,14,2025-03-10 22:48:18,3,42.91
6fdd45cd-ed91-400d-936e-cc8f26d893da,100,4,2025-06-24 07:48:47,4,10.94
1ffc180d-8530-4e8e-bc1b-1a94c3eab3b6,50,28,2025-03-11 03:33:53,5,96.26
58f9c020-d467-4598-b00a-f5de7fff5e1c,93,8,2025-04-13 14:00:47,1,54.95
29eeb72a-7f7d-45a0-970d-048c134db2f7,77,49,2025-04-30 02:25:52,5,97.28
d86f0d16-0f6f-48bf-816b-08dc20738ff4,65,2,2025-04-29 16:39:58,4,12.47
ae30ef50-a3ca-4bd6-b231-44063df631bb,52,19,2025-07-05 02:43:48,4,12.22
b5f2f122-dfe2-4739-ba25-476fbe832147,44,1,2025-01-12 02:18:47,4,62.37
a19f9c45-df59-4d11-a4b8-8ad38b876b63,69,2,2025-02-01 06:31:16,4,33.94
b1363fc6-261c-4ac9-b15c-4e7f8eab8ba8,24,21,2025-04-11 11:10:37,3,47.65
9afec206-48ff-4979-8a6b-a298bd0a81a0,56,16,2025-01-22 01:51:43,4,33.46
ca0aeda5-000c-4d72-949f-1e79e0f1cda3,47,9,2025-05-17 18:23:29,2,67.34
2b0359db-4c0a-4b76-8961-016ef4c4a191,61,39,2025-07-09 00:04:30,3,32.03
78a18d76-bf80-40dd-a2ad-01470fa5326e,95,37,2025-03-06 18:14:56,5,69.0
7dc88419-bb32-45b1-ac30-f0f670dc93f2,42,4,2025-03-20 16:25:05,2,58.52
7d6078c1-a419-498f-bfe8-73d31b22f07b,28,1,2025-03-07 07:54:29,3,94.12
b68ababd-786e-458f-9988-420863b938f9,28,17,2025-03-27 13:17:51,2,20.67
c3045fe9-09a5-42d4-9013-4936967aa679,75,28,2025-05-24 17:23:42,4,36.93
3fab104d-b6f2-4222-8d88-816d76991ffa,20,36,2025-01-04 14:33:20,3,99.05
4f29b9cc-8958-4d6b-a046-959de9e2ac7c,20,8,2025-02-01 07:28:56,1,38.72
b3c58e6c-f886-4a15-84a4-645f26533412,87,14,2025-04-23 18:19:16,4,14.03
7361b16d-57d7-47c7-bfd1-b57968990c9e,72,15,2025-01-13 15:35:45,4,92.76
6effb271-a6e2-4f07-992e-86a2cace91d9,59,37,2025-05-18 20:16:36,5,16.74
84cf94f9-7f7e-4dd4-a3cb-efbd21888d6c,32,31,2025-02-17 09:38:09,4,38.65
73babcfa-83a3-4788-bdd5-b603b2285a76,47,10,2025-02-05 21:38:14,4,44.37
eafc8c28-0fd5-4396-94af-aff3fd8bf47c,84,4,2025-03-30 02:30:13,4,67.85
15d0cf0c-9f07-4db5-8b5f-d20567839554,24,24,2025-01-02 23:38:29,2,44.04
ace73442-2731-4693-9ce0-59c20f208292,11,45,2025-02-28 08:28:46,4,87.17
1cb5d366-41fe-4883-adc9-140c2f998b62,87,39,2025-02-06 01:34:05,1,59.37
519c598d-556e-47e8-a421-24aedf0985ee,19,42,2025-06-17 10:23:11,3,46.45
307ad251-330e-4a9f-8804-50a1e8e6d9bd,69,41,2025-01-07 10:40:04,1,10.71
4ca9f283-7fc3-423d-bd44-7a2b984cf0cf,69,18,2025-01-01 05:11:46,5,50.49
29ce5d8b-a219-4c2a-9354-4ede05094df9,5,15,2025-03-28 19:40:54,1,64.61
82c9accb-71b5-43a1-9a2c-d810b59a7cb4,28,43,2025-03-10 10:15:33,3,20.07
e8f44fe5-8fcc-4080-b4ba-ca564bc14e4a,59,42,2025-05-16 23:48:27,3,95.72
506b85a8-1590-423d-ae51-c697a3180515,42,14,2025-01-04 15:35:54,3,11.52
e936c649-dcd8-40f7-bd3e-4f618b9342b0,21,18,2025-03-29 21:02:59,2,76.28
8a6cee04-1e8c-4713-b7de-9e7b9e78542b,4,13,2025-05-02 08:54:06,3,84.03
ac3700ae-a807-436d-acc5-6aec2aca1e77,36,9,2025-05-21 08:36:56,3,12.01
35ac342b-5e2f-4010-bce3-40bf8c7dec8f,27,38,2025-04-27 03:21:22,1,51.74
d7cbfff2-5c80-49ae-bd7c-ff32bb06dded,46,29,2025-01-17 17:19:10,1,56.74
a0416242-fbbc-4cf2-aac1-9f36221956e9,11,7,2025-05-13 02:34:04,4,77.5
eb04e904-7b3c-486b-a4c9-b6008b0c9361,79,16,2025-02-14 03:08:56,1,84.57
7f44296a-5506-45d5-86f9-3127f56017c6,6,3,2025-07-07 13:34:24,3,81.66
025525f3-7fbb-4ae6-a8c7-9f3e8fe77e07,93,30,2025-06-15 12:09:03,5,89.82
3d2f301a-f3c2-4bc8-827f-74c540fda1de,70,50,2025-04-06 13:04:10,4,88.05
0a5ecfff-3a9e-4f80-8753-967c27451f2f,26,42,2025-02-10 07:56:57,2,25.37
0be30928-12fd-4da4-b1b7-6a116d10051a,40,21,2025-04-14 08:36:47,2,41.15
46411d3b-4fdb-43b5-b30b-34acaea96a2c,5,24,2025-03-09 17:03:51,5,19.66
e3a21e92-6bcb-47f0-87ac-8102e0f3df21,72,41,2025-03-21 05:45:44,3,88.5
ef3b19f7-4220-4cf7-8805-5683b29d7e4a,14,10,2025-02-05 16:04:08,3,41.31
fd40099c-dec6-41b7-853e-3a7a440702be,22,39,2025-03-28 09:30:18,4,20.68
05d9dc56-992a-45b7-aa57-bb05e23acd07,2,12,2025-01-25 16:24:59,5,27.68
cff4a5e7-8eac-4092-b34a-e797c79d4795,51,25,2025-01-09 00:39:13,5,55.71
61d748b0-10bb-4f68-95cb-f723ac3f6d36,39,44,2025-06-03 10:25:03,5,66.3
fcec55a6-c15a-4920-9544-4b7cff9aa183,18,47,2025-04-15 19:26:26,3,88.5
d0bc6ec8-15ea-4c1c-888c-529d5863b376,38,4,2025-03-31 13:23:12,5,86.45
ad8efe0d-5384-48a1-87b7-217d5877867d,78,41,2025-04-01 16:15:41,1,52.36
46c677de-1ef0-4d99-9221-bd63d6d5830f,49,42,2025-05-27 09:12:47,2,83.09
c6eff0d3-d852-42e4-aee3-dca02deee9a3,11,19,2025-01-29 15:42:37,2,67.07
f4e1664a-f6b5-400c-8124-6a154a4cf537,92,14,2025-04-08 22:06:16,5,34.68
83c9f43a-935f-4e07-bd88-10a88aa69f87,15,22,2025-06-26 08:39:22,3,45.1
96b531c7-5a0e-4fe2-9d76-0a365ffe877d,24,19,2025-04-18 00:28:03,5,34.2
49d29e77-c5e7-4071-8a63-538d4e843dcc,91,5,2025-02-25 00:43:35,1,87.6
e7669f2e-a58e-4c9c-9b16-527f88fd5db8,3,30,2025-07-06 03:18:52,2,66.92
257191a1-c82e-4ca8-8ff7-7d44a1ef3f25,80,40,2025-06-04 00:52:14,2,36.72
6a38e0f5-1508-45b9-948b-2e50769c8376,73,19,2025-03-08 15:28:42,2,70.83
e0abc470-bf8a-4a2e-8129-c375b5b61788,79,10,2025-05-31 09:23:25,2,72.76
770160d6-5f81-475a-bc0e-0e55c0d86541,40,26,2025-03-06 13:34:23,1,75.91
f36a09fb-18ef-4c86-bc67-2638b72efc11,57,37,2025-01-25 11:10:02,2,28.59
b4907eed-d085-4751-a4c9-aeaeb388cb2b,52,9,2025-02-17 07:29:59,5,81.6
4d211348-37cc-4473-a745-7c591c158b78,100,29,2025-04-01 15:07:49,3,61.6
a913e4d9-1e6c-44ab-8618-ec5c955b8ad1,8,34,2025-01-23 01:04:11,4,11.88
4fab543e-ab50-4ddb-a8cf-1445106c72ca,10,46,2025-03-11 12:12:29,2,32.23
02033656-86f0-4bde-a348-6137fcdb9574,91,14,2025-06-29 20:35:19,4,68.42
bdf115a4-0433-4f6e-835c-30c663a67348,49,3,2025-01-27 20:59:33,5,54.8
e3d1d96f-8a27-4f01-8ecd-02db69d69024,12,4,2025-06-03 20:47:54,5,25.17
5a715018-808b-4757-b9ae-fc9035ba15b7,34,45,2025-01-05 11:33:03,3,12.84
fd7c07a7-4f8e-4867-b7b5-f093e5751147,7,17,2025-01-30 09:27:26,1,72.47
2f73537e-1979-49a1-a589-946ba16942b1,45,26,2025-05-26 12:31:53,1,51.99
53053286-8fcd-4800-934d-2f60874a8910,59,25,2025-03-09 08:33:21,4,18.68
9c59d277-7512-443d-b88c-9da5f1a28108,90,34,2025-02-08 23:05:28,4,54.28
6b760714-b2a5-44f0-8866-7eb68692ea62,27,5,2025-04-05 09:10:52,5,83.23
ecddf52f-eb47-44e5-8a39-8078b14c43c6,61,8,2025-02-18 00:28:04,3,28.13
a5cab8e6-efa1-4d05-9dd3-0de2e043473b,74,22,2025-07-02 19:07:20,2,25.08
5fecfb1d-53c9-4a03-b58c-50b49497c2e6,56,20,2025-07-04 19:42:56,4,21.21
ce77b96b-d2f9-4d8b-9660-b7d9daf782de,71,10,2025-01-20 16:02:36,1,65.09
155777f7-438a-4dd5-86d4-be44f1630b41,23,47,2025-04-17 16:33:34,2,18.26
354bd4aa-6802-4e87-b908-48b56904a755,21,2,2025-03-28 09:45:09,1,31.99
09920246-05c3-4713-8a57-7b967d553b74,25,8,2025-04-13 04:28:28,4,72.57
eaf03dc7-20ac-4e4b-a8ab-6f79e64db1b0,28,39,2025-03-21 12:15:51,1,92.94
aeec302e-6854-42a2-b57a-010340c5d47b,97,14,2025-04-18 22:10:51,3,86.11
